name,group,09: Junior,01: High School,11: Senior,05: Freshman,13: Graduation,08: Experience,03: Admissions,12: Post Grad Plans,04: Pre-Frosh,14: First Outcomes,02: Apply,10: Experience,06: Experiences,07: Sophomore,id
Will Hill,Cohort G,3.1,0.125,0.141,,0,0.129,15.6,0.39,,80.6,74,,,,27690
Jessica Hadnot,Cohort G,2.4,0.003,0.102,,0,0.161,6.63,6.63,19.52,71.15,208,17.791,0.588,0.056,27691
Hoyt Epperson,Cohort G,3.5,0.141,0.071,,0.0009,0.212,7.1,0.22,10.6,78.1,138,6.6,3.1,0.4,27692
Marilyn Phelan,Cohort G,7,0.141,0.07,,0.0009,0.211,7,0.3,14.1,71,181,8.7,4.1,0.5,27693
Dustin Shaw,Cohort G,3.25,0.113,0.048,,0.0009,0.162,4.68,4.68,16.57,74.79,178,13.272,1.958,0.468,27694
Gordon Hegarty,Cohort G,27.2,0.905,0.725,,0,0.093,2,0.58,18.3,48.2,282,11.58,5.02,0.75,27695
Holly Fletcher,Cohort G,11.73,2.054,0.968,,0.0009,2.289,73.45,73.45,0.54,3.51,339,0.342,0.149,0.021,27696
Donald Horner,Cohort G,0.76,0.103,0.048,,0.0001,0.143,5.12,5.12,0.09,93.42,24,0.057,0.025,0.004,27697
Sophie Johnson,Cohort G,12.93,0.796,1.079,,0.0015,2.08,74.46,74.46,1.07,3.19,353,0.684,0.297,0.034,27698
Anthony Linden,Cohort G,0.85,0.047,0.054,,0.0001,0.161,5.14,5.14,0.36,93.12,27,0.23,0.1,0.011,27699
Harry Goodwin,Cohort G,0.9,0.003,0.106,,0,0.026,10.6,10.6,6,82.3,100,3.186,1.357,1.158,27700
Jacob Ross,Cohort G,3,0.071,0.072,,0,0.101,23.6,23.6,13.1,59.7,224,11.273,0.838,0.269,27701
Catherine Victorero,Cohort G,3.53,0.088,0.135,1.2,0,0.339,23.53,14.97,,71.57,112,,,,27702
Sharon Lansberry,Cohort G,3.53,0.088,0.135,1.2,0,0.339,23.53,14.97,,71.57,112,,,,27703
James Dumas,Cohort G,4.4,0.152,0.058,,0.0007,0.194,19,19,0.2,75.4,95,0.119,0.05,0.016,27704
Debbie Dewitt,Cohort G,4.4,0.152,0.058,,0.0007,0.194,19,19,0.2,75.4,95,0.119,0.05,0.016,27705
Christopher Steele,Cohort G,4.37,0.152,0.058,,0.0007,0.195,19.05,19.05,1.08,74.48,102,0.697,0.297,0.031,27706
Jessica Mowrey,Cohort G,4.37,0.152,0.058,,0.0007,0.195,19.05,19.05,1.08,74.48,102,0.697,0.297,0.031,27707
Lois Turkin,Cohort G,4.86,0.169,0.065,,0.0007,0.216,18.6,,1.41,74.1,105,0.909,0.387,0.04,27708
Beth Stein,Cohort G,3.98,0.138,0.053,,0.0006,0.177,18.64,18.64,1.15,75.3,99,0.742,0.316,0.033,27709
Deanna Mcalister,Cohort G,3.98,0.138,0.053,,0.0006,0.177,18.64,18.64,1.15,75.3,99,0.742,0.316,0.033,27710
Skye Schley,Cohort G,4.86,0.152,0.058,,0.0007,0.194,18.6,2.9,1.41,74.1,105,0.909,0.387,0.04,27711
Ronald Hall,Cohort G,4.86,0.152,0.058,,0.0007,0.194,18.6,2.9,1.41,74.1,105,0.909,0.387,0.04,27712
Valerie Hawkins,Cohort G,5.25,0.183,0.07,,0.0008,0.234,7.04,7.04,1.55,85.07,63,1,0.426,0.044,27713
Rebecca Landolfi,Cohort G,5.73,0.199,0.077,,0.0009,0.255,7.68,7.68,0.18,85.23,56,0.116,0.049,0.005,27714
Julie Spitzer,Cohort G,3.47,0.121,0.046,,0.0005,0.155,4.66,4.66,3.25,87.9,61,2.096,0.893,0.092,27715
Susan Darling,Cohort G,3.86,0.143,0.059,,0.0011,0.177,7.5,7.5,0.18,87.43,43,0.116,0.049,0.005,27716
Archie Grinstead,Cohort G,3.86,0.143,0.059,,0.0011,0.177,7.5,7.5,0.18,87.43,43,0.116,0.049,0.005,27717
Christopher Rohrer,Cohort G,4.93,0.171,0.066,,0.0008,0.219,13.8,13.8,1.25,79,85,0.806,0.343,0.036,27718
Normand Sullivan,Cohort G,4.93,0.171,0.066,,0.0008,0.219,13.8,13.8,1.25,79,85,0.806,0.343,0.036,27719
Liz Neal,Cohort W,3.15,0.177,0.004,1.6,0.018,0.295,2.65,0.3,0.64,92.06,23,0.041,0.088,0.389,27720
Lonnie Lenning,Cohort W,,0,8.068,18.8,0.045,0,56.29,18.76,,5.7,188,,,,27721
Luis Spalla,Cohort W,2.36,0.04,2.964,3.2,0.0043,0.04,4.89,0.41,0.86,83.85,23,0.233,0.063,0.304,27722
Carla Quinn,Cohort W,3.46,0.208,0.061,2.1,0.085,0.738,7.02,,1.12,85.95,43,0.06,0.802,0.095,27723
Corinne West,Cohort W,1.18,0.056,0.314,3.3,0.0249,0.246,11.29,7.99,0.69,85.08,48,0.09,0.13,0.339,27724
Asa Stivers,Cohort W,4.37,0.058,1.135,3.3,0.0015,0.138,5.33,0.86,4.01,82.65,67,0.248,2.627,0.954,27725
Chester Petty,Cohort W,3.75,0.243,0.031,8,0.0318,0.569,14.89,,0.94,78.65,70,0.246,0.033,0.508,27726
John Shoultz,Cohort W,3.31,0.317,0.026,14.1,0.0218,0.668,20.7,,5.86,67.77,131,2.838,1.16,0.901,27727
Walter Smith,Cohort W,,0.024,38.758,,0,0.008,,,,0.2,,,,,27728
Jonathan Vinson,Cohort W,19.93,1.488,0.344,29.8,0,1.924,52.04,,6.03,11.3,285,1.577,0.21,3.257,27729
Fred Johnson,Cohort W,3.29,0.199,0.03,6.8,0.0133,0.458,8.41,,0.73,85.55,44,0.191,0.025,0.394,27730
Michael Weekes,Cohort W,6.09,0.661,0.077,21.6,0.0392,1.044,72.12,,8.69,8.46,263,2.55,0.66,2.36,27731
Jessica Castelluccio,Cohort W,17.6,0.646,0.016,14.6,0.021,1.441,50.02,,15.9,9.54,337,0.586,9.78,3.15,27732
Nancy Burnett,Cohort W,22.98,2.24,0.076,37.7,0.0008,2.63,47.75,1.71,4.07,10.35,233,2.157,1.238,0.498,27733
Jacquiline Hursh,Cohort W,7.61,0.834,0.023,26.3,0.0465,0.529,74.97,,8.36,5.44,313,2.28,1.64,2.29,27734
Mariana Tsosie,Cohort W,19.77,0.689,0.017,38,0.021,1.351,49.9,0.64,14.59,9.87,333,0.62,7.125,3.272,27735
Ashley Serna,Cohort W,10.76,0.383,0.018,28,0.021,1.119,68.47,,6.7,8.28,311,0.68,0.87,0.43,27736
Fred Baker,Cohort W,18.07,1.767,0.16,11.8,0.0171,1.4,41.35,0.67,25.27,6.04,392,2.19,15.93,3.72,27737
Chrystal Capps,Cohort W,23.2,1.346,0.083,11.3,0.05,4.74,49.1,,3.9,7.2,237,0.169,1.399,1.8,27738
Peter Thorpe,Cohort W,13.46,0.33,1.64,34.8,0.0007,1.95,49.7,7.19,14.28,10.75,282,2.462,3.211,8.006,27739
Jared Gregg,Cohort W,3.99,1.002,0.01,53.1,0.0038,0.431,80.59,2.17,1.24,10.58,247,0.345,0.246,0.068,27740
Suzanne Rangel,Cohort W,5.98,0.646,0.243,34.2,0.0808,1.102,61.21,2.38,20.07,6.86,323,5.438,1.471,7.088,27741
Louise Fong,Cohort W,21.93,1.246,0.211,10.4,0.5667,4.466,52.1,7.27,4.78,7.3,279,0.115,2.232,0.328,27742
Annie Boutelle,Cohort W,12.37,0.709,0.035,41.9,0.021,1.267,54.99,,17.77,8.86,298,0.99,13.58,1.75,27743
Brenda Marshall,Cohort W,17.81,0.931,0.168,10.5,0.0077,1.788,44.24,2.25,22.27,8.06,375,1.535,14.04,3.279,27744
Justin Humphrey,Cohort W,12.66,0.478,0.052,33.2,0.0114,1.543,58.15,2.76,13.81,9.52,325,2.237,5.551,2.557,27745
Barbara Mailloux,Cohort W,15.98,1.516,0.02,21.1,0.021,1.186,55.17,,14.54,7.7,305,0.73,9.41,1.01,27746
Mary Marshall,Cohort W,19.96,1.784,0.208,13.6,0.05,3.308,55.82,,4.36,7.3,253,0.234,,,27747
Ernest Shon,Cohort W,15.8,1.196,0.088,39.8,0.021,1.694,52.29,,14.87,8.81,345,0.48,9.91,1.69,27748
Norma Dingle,Cohort W,23,0.176,0.067,24.6,0.003,0.77,58.35,,6.41,8.84,323,1.46,,,27749
Gary Catoe,Cohort W,16.55,0.079,0.06,9,0.0012,1.193,72.73,2.43,0.73,6.45,331,0.249,0.115,0.178,27750
Michael Ketner,Cohort W,8.98,0.114,0.027,14.1,0.0007,1.32,71.62,3.39,4.24,9.94,335,2.599,0.479,0.929,27751
Harold White,Cohort W,6.71,0.252,0.08,20.2,0.021,0.463,50.5,,32.38,8.17,475,9.51,11.17,4.39,27752
Bradley Nguyen,Cohort W,12.66,1.99,0.077,40.3,0.0514,1.522,60.56,4.09,7.04,7.64,271,0.529,0.94,4.405,27753
Cynthia Hamilton,Cohort W,26.08,0.266,0.013,12.2,0.0071,0.738,28.09,6.79,36.24,5.27,508,1.989,22.518,10.088,27754
Robert Morrison,Cohort W,5.84,0.184,0.016,20.8,0.003,0.35,49.29,28.49,36.31,6.23,525,25.94,3.22,0.35,27755
Tiffany Olenick,Cohort W,10.41,0.384,0.073,15.2,0.0234,0.985,79.12,6.63,1.04,5.39,341,0.219,0.202,0.31,27756
Joseph Langer,Cohort W,9,1.597,0.025,42.5,0.0023,1.26,68.92,4.09,4.28,9.93,265,1.551,0.716,1.369,27757
Laverne Greer,Cohort W,14.14,0.229,0.068,34.9,0.0009,2.28,53.99,10.34,12.89,11.24,282,2.14,1.695,7.766,27758
Amy Belt,Cohort W,26.63,1.14,0.452,26.7,0.125,2.683,50.64,7.27,5.48,5.89,292,0.774,0.373,4.116,27759
Stanley Jones,Cohort W,10.39,0.443,0.02,25.3,0,1.329,63.95,0.64,3.26,12.46,251,1.392,0.739,0.998,27760
David Pennington,Cohort W,12.01,0.148,0.03,27.2,0.0764,2.014,56.63,10.34,17.27,8.05,318,3.26,2.75,8.37,27761
Walter Bowers,Cohort W,10.4,0.265,0.005,26.2,0.021,0.073,68.61,,2.12,11.42,296,0.626,0.789,0.616,27762
David Smith,Cohort W,17.99,1.438,0.026,19.5,0.001,0.719,28.13,2.99,41.56,5.95,525,4.517,5.982,28.569,27763
Janette Belcher,Cohort W,9.59,0.996,0.027,11.3,0.012,0.684,65.59,3.08,7.53,9.31,307,3.29,1.206,1.936,27764
Gloria Lee,Cohort W,5.76,0.682,0.052,14.8,0.0234,0.663,69.28,7.76,12.6,8.46,342,6.53,1.102,0.78,27765
Abe Smith,Cohort W,4.88,1.28,0.05,42.6,0.0612,0.955,64.06,,15.22,9.31,331,7.371,3.014,2.339,27766
Carla Powell,Cohort W,11.43,0.111,0.148,3.9,0.0808,1.724,65.37,,5.85,11.9,310,1.586,0.429,2.067,27767
Beatriz Kendall,Cohort W,10.63,1.652,0.011,40.3,0.0324,1.07,60.73,1.71,12.75,7.96,315,7.03,1.87,1.76,27768
Susan Powell,Cohort W,6.73,2.132,0.024,45.7,0.05,1.051,68.73,,5.91,9,272,3.26,,,27769
Eldon Trent,Cohort W,22.77,1.139,0.062,7.4,0.05,3.02,50.22,,7.24,7.74,295,1.881,0.474,3.698,27770
Shannon Crain,Cohort W,9.11,1.89,0.055,37,0.05,0.814,63.94,1.71,7.43,7.79,276,2.73,0.47,1.19,27771
Michael Johnson,Cohort W,7.83,0.183,0.038,21.1,0.0259,2.525,64.93,3.21,9.88,11.36,354,3.12,1.66,2.18,27772
Daniel Wagster,Cohort W,5.56,0.405,0.009,14,0.1601,0.609,24.45,,1.68,65.11,101,0.467,0.081,0.532,27773
Donna Cox,Cohort W,0.06,0.011,0.009,,0,0.148,12.65,12.65,0.06,52.58,288,0.01,0.01,0.004,27774
Stephen Bottorff,Cohort W,0.05,0,0.004,,0,0.098,2.41,,,64.46,237,,,,27775
Cora Scott,Cohort W,0.03,0.003,0.003,,0,0,14.4,14.4,,85.58,56,,,,27776
Johnny Rankin,Cohort W,0.49,0.027,0.023,,0,0.112,17.03,14.95,,76.45,88,,,,27777
Bruce Lowe,Cohort W,,0.007,0.005,,0,0.073,0.93,0.4,,93.81,21,,,,27778
David Bach,Cohort W,,0.006,0.002,,0,0.002,0.04,0.04,,94.78,18,,,,27779
Jay Workman,Cohort W,0.04,0.006,0.008,,0.0005,0.039,0.27,,,94.47,19,,,,27780
Donna Walsh,Cohort A,5.43,1.053,0.25,1.7,0.0024,0.18,68.63,42,5.3,14,344,0.453,3.107,1.541,27781
Noella Latta,Cohort A,0.8,0.006,0.02,0.5,0.0351,0.07,19.5,12.02,1.6,77.9,96,1.034,0.438,0.044,27782
Tiffany Ewing,Cohort A,0.2,0.007,0.004,0.2,0.0279,0.123,12.3,11,0.1,87.1,51,0.018,0.004,0.034,27783
Betty Bates,Cohort A,,0.006,0.005,,0.0279,0.097,11.49,6.88,0.02,88.3,46,0.007,,0.012,27784
John Hernandez,Cohort A,2.6,0.004,0.009,1.8,0.0001,0.12,10.9,7.98,0.9,85.3,62,0.25,0.36,0.111,27785
Daniel Drake,Cohort A,0.2,0.01,0.006,0.9,0.0313,0.05,12.1,10.83,0.1,87.5,51,0.02,0.004,0.03,27786
George Prestidge,Cohort A,6.4,0.4,0.324,2.3,0.01,0.114,76.68,28,9.9,3.7,421,1.646,3.13,3.638,27787
Jason Wilson,Cohort A,0.3,0.003,0.007,1,0.0123,0.071,16.3,14.66,0.2,83.1,68,0.058,0.018,0.047,27788
John Birkeland,Cohort A,2.5,0.079,0.037,0.4,0.0339,0.16,17.54,13.28,0.8,78.5,89,0.517,0.219,0.022,27789
Elsie Ballintyn,Cohort A,1,0.004,0.002,1.6,0.0219,0.29,21.34,11.36,0.2,76.7,91,0.072,0.028,0.041,27790
Elizabeth Gray,Cohort A,3.4,0.022,0.069,2.6,0.0008,0.226,5.7,2.04,2.5,87.3,59,0.96,1.06,0.13,27791
Dorothy Masell,Cohort A,0.6,0.019,0.048,2.3,0.0007,0.129,5.23,2.5,0.3,93.5,26,0.052,0.012,0.148,27792
Mary Dunseith,Cohort A,11.1,0.795,0.012,8.2,0.0022,0.395,75.3,3.1,3.4,6.8,365,0.418,0.666,1.759,27793
Ronda Macdonald,Cohort A,3.73,0.162,0.043,0.6,0.0002,0.151,9.94,5.1,3.26,82.19,84,1.76,0.802,0.309,27794
Joshua Durkee,Cohort A,8.7,0.055,0.009,6.5,0,0.386,85.65,0.92,3,1,404,0.6,1.08,1.07,27795
Bessie Shockey,Cohort A,2.5,0.028,0.048,0.9,0.0009,0.035,6.2,,5,85.9,79,1.64,2.207,0.641,27796
Linda Mckinnon,Cohort A,8.7,0.218,0.049,,0,0.349,11.6,,3.8,74.5,111,,,,27797
Alyssa Fierro,Cohort A,25.4,0.751,0.104,7.1,0.0031,1.33,57.6,,6.5,5.3,374,0.96,1.231,3.429,27798
Kim Mcthay,Cohort A,6.9,0.223,0.058,,0,0.346,13.4,,3.9,74.4,112,,,,27799
Melissa Fulker,Cohort A,12.2,0.733,0.003,7.5,0.0023,0.437,73.4,0.87,4.4,6.7,379,0.769,1.206,1.697,27800
Patsy Hoeft,Cohort A,4.14,0.22,0.042,0.8,0.0003,0.166,12.3,4.78,3.38,79.21,96,1.745,0.855,0.359,27801
Steven Morris,Cohort A,1.2,0.004,0.003,1.2,0.0091,0.032,18.4,7.79,0.4,79.6,83,0.072,0.108,0.152,27802
Shirley Duprey,Cohort A,1.2,0.006,0.003,1.2,0.0255,0.041,18,7.79,0.5,80,82,0.09,0.135,0.191,27803
Mary Lopez,Cohort A,10.7,0.696,0,7.8,0.0036,0.668,77.1,6.68,4.6,4.5,391,0.846,1.223,1.734,27804
Philip Mueller,Cohort A,3.82,0.153,0.048,0.4,0.0004,0.178,10,5.9,3.46,81.81,86,1.808,0.859,0.342,27805
Mark Keys,Cohort A,5,0.294,0.048,,0,0.171,15.9,,3.6,74.2,115,,,,27806
Stephen Elmore,Cohort A,13.07,0.707,0.004,9,0,0.42,69.65,3.84,8,5.9,399,1.37,2.57,2.47,27807
William Flowers,Cohort A,5,0.22,0.046,1.1,0.0013,0.204,15.3,,4.1,74.5,116,2.258,,,27808
Keiko Kulesa,Cohort A,1.3,0.006,0.003,0.8,0.0245,0.048,15.7,9.48,0.7,81.8,75,0.126,0.216,0.253,27809
Kenneth Wallace,Cohort A,1.3,0.009,0.003,0.8,0.0218,0.047,15.4,10.49,0.7,82.2,74,0.125,0.216,0.253,27810
Shirley Kern,Cohort A,12,0.651,0.006,5.2,0.0047,0.731,73.4,13.75,6,4.7,393,1.267,1.429,2.186,27811
Ida Vahey,Cohort A,3.82,0.153,0.048,0.4,0.0004,0.178,10,5.9,3.46,81.81,86,1.82,0.859,0.345,27812
Cheryl Dougherty,Cohort A,13.5,1.154,0.047,,0,0.259,69.3,,7,5.8,391,,,,27813
Nidia Flowers,Cohort A,5,0.289,0.049,,0,0.17,15.3,,3.9,74.5,115,,,,27814
Julie Perry,Cohort A,7.1,0.85,0.006,0.5,0.0024,0.385,77.7,0.12,4.9,6.7,391,0.919,1.26,2.016,27815
Charles Lindsey,Cohort A,3.45,0.168,0.042,,0.0002,0.151,10.31,4.87,3.38,81.96,85,1.793,0.846,0.333,27816
Michael Oreily,Cohort A,1.2,0.017,0.004,1,0.0316,0.028,17.1,2.24,0.4,81,80,0.114,0.104,0.102,27817
Richard Carder,Cohort A,8.7,0.691,0,1,0.002,0.769,79.9,16.7,4.2,4.7,404,0.978,0.986,1.503,27818
Leroy Perry,Cohort A,3.57,0.156,0.047,0.1,0.0002,0.18,10.49,6.13,3.32,81.81,86,1.798,0.826,0.294,27819
Dorothy Montanye,Cohort A,3.9,0.291,0.049,,0,0.141,17.1,,3.3,74.4,115,,,,27820
Catherine Lewis,Cohort A,0.9,0.016,0.01,0.6,0.0093,0.05,18.3,10.5,0.2,80.4,82,0.06,0.04,0.05,27821
George Ingram,Cohort A,12.6,0.6,0.025,12.2,0.0583,0.516,77.1,22.2,4.8,1.7,402,0.639,1.277,1.866,27822
Elizabeth Reeve,Cohort A,1.9,0.024,0.033,0.9,0.0007,0.035,7.1,,1.8,88.7,52,0.61,0.79,0.3,27823
Ronald Sculley,Cohort A,1.9,0.024,0.033,0.9,0.0007,0.039,7,,1.8,88.8,51,0.61,0.79,0.3,27824
Doris Gregory,Cohort A,2.2,0.027,0.038,,0.0008,0.044,8,,1.5,87.2,58,0.49,0.61,0.33,27825
William Dillon,Cohort A,0.3,0.005,0,0.2,0.0093,0.045,19.2,10.39,0.1,79.8,78,0.02,0.02,0.03,27826
Erin Nasuti,Cohort A,6.8,0.083,0.009,3.4,0.0015,0.425,73.7,24.2,12.6,5.7,435,2.7,4.865,4.334,27827
Corey Coffman,Cohort A,11.8,0.101,0.357,0.2,0.007,0.501,67.1,24.2,13.2,5.9,433,2.352,5.99,2.878,27828
Robert Kuykendall,Cohort A,7.6,0.032,0.319,0.2,0.0055,0.156,71.1,,14.3,5.6,442,1.048,7.922,0.591,27829
Jeanne Kohler,Cohort A,1.26,0.018,0.014,1.8,0.005,0.154,15.23,4,0.28,82.62,68,0.053,0.071,0.123,27830
Laura Burklow,Cohort A,8.4,0.041,0.571,4,0.0505,0.245,66.85,13,19.6,2,477,1.966,15.779,1.022,27831
Richard Gonzales,Cohort A,1,0.011,0.054,0.8,0.012,0.09,14.14,10.55,0.8,83.5,68,0.264,0.277,0.111,27832
John Long,Cohort A,1.1,0.03,0.014,0.5,0.0139,0.1,17.4,3.95,0.52,80.7,79,0.37,0.12,0.03,27833
Juanita Blessing,Cohort A,0.5,0.025,0.014,0.4,0.0124,0.062,17.05,13.62,0.7,81.4,77,0.452,0.192,0.019,27834
Matthew Childs,Cohort A,0.2,0.005,0,0.3,0.0011,0.033,18.4,16.98,0.2,81,69,0.058,0.07,0.036,27835
Curtis Contreras,Cohort A,0.2,0.005,0,0.3,0.0011,0.034,17.8,9.15,0.3,81.5,68,0.087,0.105,0.053,27836
Mamie Ramirez,Cohort A,1.76,0.054,0.026,0.2,0.0004,0.068,17.58,12.2,0.98,79.31,86,0.325,0.364,0.128,27837
Virginia Nadeau,Cohort A,1.6,0.055,0,,0.0008,0.066,16,11.5,2,79.9,85,1.01,0.68,0.16,27838
Karen Beier,Cohort A,0.2,0.003,0.003,1.4,0.018,0.067,19.29,17.89,0.16,80.32,79,0.025,0.006,0.045,27839
Audrey Scott,Cohort A,0.2,0.005,0,1.4,0.0214,0.033,19.74,17.89,0.4,79.5,75,0.19,0.08,0.01,27840
Paul Coleman,Cohort A,0.3,0.009,0,0.6,0.003,0.095,17.2,12,,82.2,63,,,,27841
Marta Feldmann,Cohort A,0.3,0.009,0,0.6,0.0025,0.094,16,12.6,,83.4,59,,,,27842
Clarissa Perez,Cohort A,1.1,0.032,0.02,0.6,0.0091,0.086,17.7,,0.9,79.8,80,0.545,0.257,0.038,27843
William Wilson,Cohort A,1.3,0.031,0,0.7,0.0272,0.081,20.3,10.28,0.3,77.6,81,0.099,0.109,0.041,27844
Helen Dennie,Cohort A,0.3,0.004,0,0.7,0.0205,0.056,18.3,11.89,,81.2,67,,,,27845
Carol Snyder,Cohort A,0.3,0.004,0.007,0.7,0.0205,0.054,17.8,10.62,,81.8,65,,,,27846
Leila Dilday,Cohort A,0.9,0.027,0.014,0.4,0.0117,0.102,17.6,6.63,0.18,80.87,76,0.117,0.048,0.005,27847
Kathy Ewell,Cohort A,0.2,0.01,0.007,,0.0188,0.058,16.4,,,83.2,60,,,,27848
Charles Clark,Cohort A,2.16,0.018,0.012,1.8,0.0002,0.095,10.87,7.9,1.38,85.4,65,0.347,0.411,0.35,27849
Paul Dunnaway,Cohort A,5,0.011,0.032,,0.0039,0.12,8.8,,2.9,81.9,82,,,,27850
Elizabeth Guerrero,Cohort A,4.2,0.018,0.041,,0.0019,0.122,10,,2.1,82.3,77,,,,27851
Floyd Nelson,Cohort A,2.5,0.008,0.026,1.1,0.0014,0.046,7.3,1.45,1.9,87.8,57,0.766,0.838,0.094,27852
Susan Miller,Cohort A,2.44,0.01,0.015,1.3,0.0001,0.087,8.18,1.42,2.26,86.84,63,0.937,0.941,0.141,27853
Gary Coffey,Cohort A,5.1,0.009,0.106,1.1,0.003,0.142,5.5,1.39,1.2,86.9,51,0.58,0.44,0.1,27854
Eileen Barbetta,Cohort A,2.03,0.019,0.038,1.8,0,0.127,6.36,2.16,6.93,84.3,96,2.84,3.12,0.9,27855
James Garcia,Cohort A,3.59,0.037,0.017,1.4,0.0177,0.17,6.34,1.43,2.48,86.92,62,0.51,0.77,0.43,27856
Robert Grumet,Cohort A,3.8,0.011,0.235,0.6,0.0017,0.095,8.89,0.82,1.7,85.3,66,0.461,0.632,0.392,27857
Bettie Macon,Cohort A,1.6,0.018,0.025,1.1,0.001,0.06,9.2,0.55,0.9,88,51,0.211,0.392,0.188,27858
Joseph Williams,Cohort A,2.37,0.021,0.035,0.9,0.0001,0.039,8.79,1.07,1.18,87.25,55,0.338,0.467,0.272,27859
John Fichter,Cohort A,2.69,0.027,0.038,2.1,0.0001,0.139,9.08,2.5,2.06,85.64,66,0.595,0.854,0.461,27860
Kelvin Trevino,Cohort A,1.6,0.037,0.016,1.1,0.001,0.066,7.2,1.72,1.7,89.1,50,0.278,0.425,0.9,27861
William Anderson,Cohort A,5.2,0.036,0.025,0.6,0.0019,0.092,6.4,1.68,3.7,83.3,78,1.1,1.7,0.77,27862
Harry Theisen,Cohort A,2.6,0.051,0.266,0.3,0.0013,0.044,8.2,1.32,2,86.5,61,1.175,0.534,0.132,27863
Kenneth Werner,Cohort A,3.14,0.066,0.119,0.7,0.0001,0.067,8.95,1.27,2.11,85.25,67,1.291,0.581,0.103,27864
Carrie Barsness,Cohort A,2.5,0.014,0.035,1.1,0.0015,0.072,9.4,2.43,1.1,86.7,59,0.411,0.447,0.079,27865
Scott Thompson,Cohort A,2.36,0.017,0.038,1.2,0.0003,0.112,9.45,2.09,1.47,86.34,61,0.486,0.594,0.193,27866
Steve Tullar,Cohort A,4.34,0.012,0.035,1.1,0.0019,0.148,11.53,0.37,1.9,81.81,81,0.705,0.782,0.14,27867
Russell Hall,Cohort A,1,0.017,0.038,,0.0033,0.112,8,,,90.6,33,,,,27868
Clifford Garner,Cohort A,1.2,0.022,0.038,,0.0028,0.121,9.5,,0.1,88.7,41,,,,27869
Alfonso Arroyo,Cohort A,1.7,0.014,0.011,1.5,0.0029,0.133,8.4,1.2,2.1,87.3,60,1.23,0.58,0.144,27870
Hope Wilson,Cohort A,3.5,0.053,0.205,1.2,0.0001,0.143,11.97,0.8,2,81.5,78,1.1,0.733,0.163,27871
Judy Mckenzie,Cohort A,2.57,0.015,0.03,1.1,0.0002,0.122,11.42,2.72,1.37,84.17,68,0.543,0.497,0.185,27872
Craig Meyer,Cohort A,5.3,0.022,0.239,,0.0041,0.163,10.8,,1,81.6,75,,,,27873
James Withrow,Cohort A,2.51,0.03,0.022,1.3,0,0.2,11.04,5.37,2.17,83.7,74,0.572,0.98,0.48,27874
Eva Olivarria,Cohort A,2.37,0.024,0.023,1,0.0003,0.086,9.57,1.25,0.92,86.64,56,0.239,0.304,0.233,27875
Kathryn Bishop,Cohort A,2.27,0.018,0.019,0.9,0.0002,0.091,7.94,1.66,1.24,88.22,52,0.338,0.446,0.308,27876
Ella Segovia,Cohort A,3.8,0.011,0.276,0.8,0.0003,0.107,7.5,0.66,1.6,86.3,60,0.5,0.555,0.309,27877
Michael Foley,Cohort A,1.92,0.014,0.049,1.7,0.0003,0.116,8.81,1.77,2.95,85.75,69,1.063,1.347,0.377,27878
Roberto Cuomo,Cohort A,2.21,0.017,0.031,1.3,0.0002,0.145,8.84,2.34,3.6,84.94,77,1.367,1.289,0.298,27879
William Campbell,Cohort A,2.21,0.017,0.031,1.3,0.0002,0.145,8.84,2.34,3.6,84.94,77,0.87,0.82,0.19,27880
Betty Scott,Cohort A,2.04,0.027,0.034,1.1,0.0002,0.083,8.66,1.46,1.12,87.76,53,0.302,0.402,0.269,27881
George Walker,Cohort A,2.1,0.014,0.052,,0.0008,0.047,8,,0.8,88.6,48,,,,27882
Kandice Kim,Cohort A,2,0.014,0.049,,0.0008,0.046,7.7,,0.9,88.9,48,,,,27883
James Jackson,Cohort A,2.02,0.014,0.045,1,0.0011,0.097,8.64,0.99,1.89,87,60,0.483,0.811,0.448,27884
Joanne Petersen,Cohort A,2.19,0.016,0.016,1.6,0.0016,0.141,7.8,1.37,2.14,87.47,59,0.764,0.963,0.234,27885
Librada Perham,Cohort A,2.1,0.013,0.013,1.1,0.0017,0.095,7.1,0.94,1.7,88.6,51,0.696,0.69,0.154,27886
Lola Barrows,Cohort A,2,0.012,0.02,1.1,0.0012,0.094,6.9,0.94,2,88.6,52,0.828,0.822,0.167,27887
Jennifer Mcdonald,Cohort A,1.8,0.032,0.017,1.1,0.0008,0.073,7.6,,1.5,88.7,52,,,,27888
Gilbert Green,Cohort A,1.2,0.032,0.021,1.1,0.0008,0.063,6.8,,1.2,90.3,44,,,,27889
Gina Tarleton,Cohort A,1.72,0.016,0.045,0.9,0.0004,0.098,7.55,1.36,1.74,88.5,53,0.485,0.687,0.391,27890
Joy Braun,Cohort A,2.32,0.027,0.02,1.5,0.0007,0.102,7.62,1.54,0.9,88.82,48,0.236,0.294,0.241,27891
Jean Sherman,Cohort A,4.8,0.046,0.041,,0.0034,0.166,8.1,,3.4,82.3,80,,,,27892
Fred Hudson,Cohort A,2.47,0.027,0.024,2.1,0.0001,0.158,8.42,1.58,1.73,86.9,59,0.496,0.712,0.374,27893
Miguel Beasley,Cohort A,1.7,0.026,0.026,1.1,0.0008,0.059,9.1,,2.2,86.2,64,,,,27894
